0,"13,8564064606","9,0553851381"
1,"10,1980390272","8,94427191"
2,"8,8881944173","8,8317608663"
3,8,"8,3066238629"
4,"7,4833147735","8,3066238629"
5,"7,5498344353","8,4852813742"
6,"7,5498344353","8,3066238629"
7,"6,9282032303","8,0622577483"
8,"6,9282032303","7,6811457479"
9,"6,5574385243","8,602325267"
10,"7,0710678119","7,6811457479"
11,"6,8556546004","7,4833147735"
12,"6,4031242374","7,6811457479"
13,"7,2111025509","7,874007874"
14,"6,8556546004","7,8102496759"
15,"6,4807406984","22,2934968096"
16,"7,0710678119","7,4833147735"
17,"7,2111025509","9,7979589711"
18,"6,164414003","8,3666002653"
19,"6,3245553203","7,874007874"
20,"6,2449979984","8,2462112512"
21,"6,4807406984","8,3066238629"
22,"6,8556546004","7,9372539332"
23,"6,3245553203","8,1240384046"
24,"7,1414284285","8,4261497732"
25,"6,6332495807","11,7473401245"
26,"6,4031242374","8,1853527719"
27,"6,5574385243","8,602325267"
28,"6,4807406984","7,9372539332"
29,"6,5574385243","8,1853527719"
30,"5,3851648071","8,6602540378"
31,"6,0827625303","9,2736184955"
32,"6,164414003","8,4261497732"
33,"6,3245553203","8,7749643874"
34,7,"9,0553851381"
35,"6,4031242374","7,6811457479"
36,"5,8309518948","8,6602540378"
37,"5,7445626465",8
38,"6,164414003","9,0553851381"
39,"5,3851648071","8,2462112512"
40,"6,0827625303","9,4868329805"
41,"5,9160797831","9,2736184955"
42,7,"8,8317608663"
43,"6,4031242374","7,874007874"
44,"6,9282032303","8,7177978871"
45,"4,1231056256","8,3066238629"
46,"6,2449979984","8,3066238629"
47,"5,5677643628","8,6602540378"
48,"5,7445626465","7,874007874"
49,"6,164414003","8,2462112512"
50,"5,2915026221","9,0553851381"
51,"5,7445626465","8,0622577483"
52,5,8
53,6,"8,6602540378"
54,"5,4772255751","8,7749643874"
55,6,"8,4852813742"
56,"3,8729833462","8,602325267"
57,"6,0827625303","7,7459666924"
58,"5,5677643628","11,0905365064"
59,"5,3851648071","9,5393920142"
60,5,"8,3666002653"
61,"5,6568542495","9,3273790531"
62,"4,6904157598","9,5916630466"
63,"5,5677643628","8,6602540378"
64,"5,9160797831","8,94427191"
65,6,"7,8102496759"
66,"4,582575695","8,0622577483"
67,"4,6904157598","9,7979589711"
68,"5,3851648071","8,1240384046"
69,"5,5677643628","7,874007874"
70,5,"8,7177978871"
71,"5,4772255751","7,874007874"
72,"4,7958315233","8,4852813742"
73,"4,7958315233","8,5440037453"
74,"6,0827625303","7,7459666924"
75,"4,7958315233","8,4261497732"
76,"6,0827625303","8,7749643874"
77,"5,4772255751","8,5440037453"
78,"5,3851648071","9,5916630466"
79,"6,2449979984","7,9372539332"
80,"5,7445626465","8,1853527719"
81,"5,7445626465","8,4261497732"
82,"6,6332495807","7,874007874"
83,"4,6904157598","8,1853527719"
84,"6,0827625303","8,1240384046"
85,6,10
86,"5,4772255751","9,8488578018"
87,"5,6568542495","8,1240384046"
88,"5,5677643628",8
89,"5,2915026221","8,3666002653"
90,"5,0990195136","8,5440037453"
91,"5,5677643628","8,602325267"
92,"4,472135955","12,409673646"
93,"7,3484692283","7,4833147735"
94,"6,5574385243","7,7459666924"
95,"6,3245553203","9,2736184955"
96,"7,1414284285","8,602325267"
97,"6,9282032303","7,9372539332"
98,"6,0827625303","9,1651513899"
99,"6,7082039325","9,8994949366"
100,"6,3245553203","10,8166538264"
101,"6,4031242374","8,1853527719"
102,"5,3851648071",9
103,"5,3851648071","7,6157731059"
104,"5,8309518948","9,0553851381"
105,"5,4772255751","7,6157731059"
106,"5,0990195136","8,2462112512"
107,"3,8729833462","7,9372539332"
108,"5,3851648071","8,1853527719"
109,"5,5677643628","8,7177978871"
110,"4,2426406871","9,1651513899"
111,"5,2915026221","8,5440037453"
112,"5,1961524227","7,8102496759"
113,"4,8989794856","8,2462112512"
114,"3,6055512755","8,4852813742"
115,"4,3588989435","7,7459666924"
116,"4,6904157598",8
117,"5,4772255751","8,1240384046"
118,"4,7958315233","7,6811457479"
119,"5,5677643628","8,3666002653"
120,"5,8309518948","7,4161984871"
121,"5,5677643628","10,0498756211"
122,"4,8989794856","8,0622577483"
123,"4,472135955","8,4261497732"
124,"4,472135955","8,3066238629"
125,"5,1961524227","7,874007874"
126,"5,1961524227","10,5356537529"
127,"5,7445626465","8,3666002653"
128,"5,3851648071","8,3666002653"
129,"6,6332495807","7,9372539332"
130,"5,9160797831","9,1104335791"
131,4,"8,1853527719"
132,"4,2426406871","7,5498344353"
133,"5,1961524227","9,6953597148"
134,"5,9160797831","8,3066238629"
135,"5,0990195136","8,7177978871"
136,"5,5677643628","7,874007874"
137,"5,7445626465","9,3808315196"
138,"5,8309518948","9,5916630466"
139,"4,7958315233","7,9372539332"
140,"4,472135955","8,1853527719"
141,5,8
142,"4,7958315233","8,3066238629"
143,"4,8989794856","7,874007874"
144,4,"7,6811457479"
145,"4,2426406871","8,602325267"
146,"2,4494897428","8,1853527719"
147,"5,0990195136","9,9498743711"
148,"4,8989794856","8,0622577483"
149,"5,2915026221","8,1853527719"
150,"3,4641016151","10,4403065089"
151,4,"8,1240384046"
152,"3,8729833462","7,9372539332"
153,4,"8,4852813742"
154,"5,4772255751","9,5916630466"
155,"4,3588989435",8
156,"5,9160797831","8,1853527719"
157,"5,4772255751","10,295630141"
158,"5,0990195136","8,2462112512"
159,"5,2915026221","8,7749643874"
160,"5,4772255751","9,4339811321"
161,"4,582575695","11,4455231423"
162,"5,4772255751","8,0622577483"
163,"4,2426406871","9,8488578018"
164,"4,6904157598","7,7459666924"
165,"4,8989794856","8,3666002653"
166,"4,3588989435","9,2195444573"
167,"4,8989794856","8,2462112512"
168,"4,6904157598","7,6157731059"
169,"5,4772255751","8,3666002653"
170,"4,1231056256","7,9372539332"
171,"5,3851648071","8,2462112512"
172,3,"7,874007874"
173,"4,2426406871","8,3666002653"
174,"4,8989794856","8,0622577483"
175,"4,2426406871","7,9372539332"
176,"3,7416573868","8,8881944173"
177,"4,6904157598","8,0622577483"
178,"4,7958315233","8,1240384046"
179,"3,4641016151","8,3066238629"
180,"2,8284271247",8
181,"3,3166247904","8,1853527719"
182,2,8
183,"3,7416573868","8,7749643874"
184,"4,582575695","7,9372539332"
185,"3,3166247904","8,0622577483"
186,"4,582575695","7,9372539332"
187,"4,8989794856","7,7459666924"
188,4,"8,3666002653"
189,"1,4142135624","8,5440037453"
190,"2,6457513111","10,1488915651"
191,"5,1961524227",9
192,"4,1231056256","8,1853527719"
193,"4,7958315233","8,3066238629"
194,"3,7416573868","7,8102496759"
195,"2,4494897428","9,2736184955"
196,"4,472135955","7,9372539332"
197,"4,472135955","8,0622577483"
198,4,"8,7749643874"
199,"5,0990195136","10,3923048454"
200,3,"8,3666002653"
201,"2,8284271247","8,4261497732"
202,5,"8,7749643874"
203,"4,3588989435","7,6157731059"
204,"4,1231056256","8,2462112512"
205,3,"7,4833147735"
206,"4,8989794856",9
207,"5,2915026221","7,874007874"
208,"5,3851648071","12,409673646"
209,"3,6055512755","7,7459666924"
210,"4,6904157598","8,8881944173"
211,"4,8989794856",8
212,"3,4641016151","8,4261497732"
213,"5,3851648071","8,94427191"
214,"5,3851648071","7,7459666924"
215,"5,3851648071","7,9372539332"
216,5,"9,2736184955"
217,5,"8,4852813742"
218,"2,4494897428","7,874007874"
219,2,"10,0995049384"
220,"3,3166247904","7,874007874"
221,"4,2426406871","8,1853527719"
222,"5,4772255751","8,94427191"
223,"4,1231056256","7,6157731059"
224,4,"7,9372539332"
225,"4,582575695","9,7467943448"
226,"3,1622776602","8,602325267"
227,4,"7,874007874"
228,"3,4641016151","8,1240384046"
229,"3,3166247904","7,4833147735"
230,"3,6055512755","7,7459666924"
231,"3,1622776602",8
232,"4,582575695","7,9372539332"
233,"4,7958315233","8,8881944173"
234,"3,7416573868","8,1853527719"
235,"2,4494897428","8,3666002653"
236,"4,8989794856",8
237,"2,8284271247","8,2462112512"
238,"4,582575695","7,9372539332"
239,"4,7958315233","8,1853527719"
240,"4,7958315233","8,1240384046"
241,"3,6055512755","9,5916630466"
242,"3,4641016151","11,0453610172"
243,"4,2426406871","7,7459666924"
244,"4,472135955","8,6602540378"
245,"3,8729833462","7,5498344353"
246,"4,1231056256","8,1240384046"
247,"3,4641016151","8,1853527719"
248,"4,1231056256","8,0622577483"
249,"3,6055512755","9,1104335791"
250,"1,7320508076",8
251,0,8
0,"0,0","8,0"
